slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
phalangium-opilio,Phalangium opilio,Phalangium opilio,species,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,"Phalangium opilio Linnaeus, 1758",EXACT,98
phalaris-arundinacea,Phalaris arundinacea,Phalaris arundinacea,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,arundinacea,Phalaris arundinacea L.,EXACT,98
phaonia-spec,Phaonia spec.,Phaonia spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,,"Phaonia Robineau-Desvoidy, 1830",HIGHERRANK,92
phedimus-hybridus,Phedimus hybridus,Phedimus hybridus,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Phedimus,hybridus,Phedimus hybridus (L.) 't Hart,EXACT,99
phedimus-kamtschaticus,Phedimus kamtschaticus,Phedimus kamtschaticus,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Phedimus,kamtschaticus,Phedimus kamtschaticus (Fisch.) 't Hart,EXACT,99
philadelphus-spec,Philadelphus spec.,Philadelphus spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Philadelphus,,Philadelphus L.,HIGHERRANK,94
philereme-vetulata,Philereme vetulata,Philereme vetulata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Philereme,vetulata,"Philereme vetulata (Denis & Schiffermüller) , 1775",EXACT,99
philodromus-aureolus,Philodromus aureolus,Philodromus aureolus,species,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,aureolus,"Philodromus aureolus (Clerck, 1757)",EXACT,97
philosepedon-spec,Philosepedon spec.,Philosepedon spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Philosepedon,,"Philosepedon Eaton, 1904",HIGHERRANK,94
phragmatobia-fuliginosa,Phragmatobia fuliginosa,Phragmatobia fuliginosa,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Phragmatobia,fuliginosa,"Phragmatobia fuliginosa (Linnaeus, 1758)",EXACT,99
phycitodes-spec,Phycitodes spec.,Phycitodes spec.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,,"Phycitodes Hampson, 1917",HIGHERRANK,94
phymatocera-aterrima,Phymatocera aterrima,Phymatocera aterrima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phymatocera,aterrima,"Phymatocera aterrima (Klug, 1816)",EXACT,99
physcia-adscendens,Physcia adscendens,Physcia adscendens,species,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,adscendens,Physcia adscendens H.Olivier,EXACT,99
physconia-grisea,Physconia grisea,Physconia grisea,species,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Poeltonia,grisea,Physconia grisea (Lam.) Poelt,EXACT,98
physocephala-rufipes,Physocephala rufipes,Physocephala rufipes,species,Animalia,Arthropoda,Insecta,Diptera,Conopidae,Physocephala,rufipes,"Physocephala rufipes (Fabricius, 1781)",EXACT,99
phytocoris-ulmi,Phytocoris ulmi,Phytocoris ulmi,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,ulmi,"Phytocoris ulmi (Linnaeus, 1758)",EXACT,99
phytomyza-senecionis,Phytomyza senecionis,Phytomyza senecionis,species,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,senecionis,"Phytomyza senecionis Kaltenbach, 1869",EXACT,99
pinalitus-cervinus,Pinalitus cervinus,Pinalitus cervinus,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Pinalitus,cervinus,"Pinalitus cervinus (Herrich-Schaeffer, 1841)",EXACT,99
plagiognathus-arbustorum,Plagiognathus arbustorum,Plagiognathus arbustorum,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Plagiognathus,arbustorum,"Plagiognathus arbustorum (Fabricius, 1794)",EXACT,99
plagiognathus-chrysanthemi,Plagiognathus chrysanthemi,Plagiognathus chrysanthemi,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Plagiognathus,chrysanthemi,"Plagiognathus chrysanthemi (Wolff, 1804)",EXACT,99
platycheirus-scutatus,Platycheirus scutatus,Platycheirus scutatus,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,scutatus,"Platycheirus scutatus (Meigen, 1822)",EXACT,99
platypalpus-spec,Platypalpus spec.,Platypalpus spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,,"Platypalpus Macquart, 1827",HIGHERRANK,94
poa-compressa,Poa compressa,Poa compressa,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,compressa,Poa compressa L.,EXACT,97
poa-trivialis,Poa trivialis,Poa trivialis,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,trivialis,Poa trivialis L.,EXACT,98
polyporus-squamosus,Polyporus squamosus,Polyporus squamosus,species,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,squamosus,Polyporus squamosus Huds.,EXACT,97
pompilidae-indet,Pompilidae indet.,Pompilidae indet.,family,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,,,Pompilidae,HIGHERRANK,94
pontania-proxima,Pontania proxima,Pontania proxima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pontania,proxima,"Pontania proxima (Serville, 1823)",EXACT,98
populus-nigra,Populus nigra,Populus nigra,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,nigra,Populus nigra L.,EXACT,97
potentilla-argentea,Potentilla argentea,Potentilla argentea,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,argentea,Potentilla argentea L.,EXACT,97
protoparmeliopsis-muralis,Protoparmeliopsis muralis,Protoparmeliopsis muralis,species,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Protoparmeliopsis,muralis,Protoparmeliopsis muralis (Schreb.) M.Choisy,EXACT,99
pseudovadonia-livida,Pseudovadonia livida,Pseudovadonia livida,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Pseudovadonia,livida,"Pseudovadonia livida (Fabricius, 1776)",EXACT,99
punctelia-borreri,Punctelia borreri,Punctelia borreri,species,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia,borreri,Punctelia borreri (Sm.) Krog,EXACT,99
pyrochroa-serraticornis,Pyrochroa serraticornis,Pyrochroa serraticornis,species,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Pyrochroa,serraticornis,"Pyrochroa serraticornis (Scopoli, 1763)",EXACT,99
pyrrhalta-viburni,Pyrrhalta viburni,Pyrrhalta viburni,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Pyrrhalta,viburni,"Pyrrhalta viburni (Paykull, 1799)",EXACT,99
pyrrhosoma-nymphula,Pyrrhosoma nymphula,Pyrrhosoma nymphula,species,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pyrrhosoma,nymphula,"Pyrrhosoma nymphula (Sulzer, 1776)",EXACT,99
ranunculus,Ranunculus,Ranunculus,genus,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,Ranunculus L.,HIGHERRANK,92
ranunculus-sceleratus,Ranunculus sceleratus,Ranunculus sceleratus,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,sceleratus,Ranunculus sceleratus L.,EXACT,99
raphanus-raphanistrum,Raphanus raphanistrum,Raphanus raphanistrum,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,raphanistrum,Raphanus raphanistrum L.,EXACT,98
rhagio-scolopaceus,Rhagio scolopaceus,Rhagio scolopaceus,species,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Rhagio,scolopacea,"Rhagio scolopacea (Linnaeus, 1758)",FUZZY,96
rhogogaster-spec,Rhogogaster spec.,Rhogogaster spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Rhogogaster,,"Rhogogaster Konow, 1884",HIGHERRANK,94
rilaena-triangularis,Rilaena triangularis,Rilaena triangularis,species,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Rilaena,triangularis,"Rilaena triangularis (Herbst, 1799)",EXACT,99
rivellia-syngenesiae,Rivellia syngenesiae,Rivellia syngenesiae,species,Animalia,Arthropoda,Insecta,Diptera,Platystomatidae,Rivellia,syngenesiae,"Rivellia syngenesiae (Fabricius, 1781)",EXACT,99
rorippa-palustris,Rorippa palustris,Rorippa palustris,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,palustris,Rorippa palustris (L.) Besser,EXACT,97
rosa,Rosa,Rosa,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,Rosa L.,EXACT,92
rubus-idaeus,Rubus idaeus,Rubus idaeus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,idaeus,Rubus idaeus L.,EXACT,97
rumex-spec,Rumex spec.,Rumex spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,,Rumex L.,HIGHERRANK,94
salix-spec,Salix spec.,,unmatched,,,,,,,,,,
salvia-sclarea,Salvia sclarea,Salvia sclarea,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,sclarea,Salvia sclarea L.,EXACT,99
sanguisorba-officinalis,Sanguisorba officinalis,Sanguisorba officinalis,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis L.,EXACT,99
scaeva-pyrastri,Scaeva pyrastri,Scaeva pyrastri,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,pyrastri,"Scaeva pyrastri (Linnaeus, 1758)",EXACT,99
scaeva-selenitica,Scaeva selenitica,Scaeva selenitica,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,selenitica,"Scaeva selenitica (Meigen, 1822)",EXACT,99
sceliphron-curvatum,Sceliphron curvatum,Sceliphron curvatum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,curvatum,"Sceliphron curvatum (F.Smith, 1870)",EXACT,99
schedonorus-giganteus,Schedonorus giganteus,Schedonorus giganteus,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lolium,giganteum,Schedonorus giganteus (L.) Holub,EXACT,97
scoparia-basistrigalis,Scoparia basistrigalis,Scoparia basistrigalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Scoparia,basistrigalis,"Scoparia basistrigalis Knaggs, 1866",EXACT,99
scorzoneroides-autumnalis,Scorzoneroides autumnalis,Scorzoneroides autumnalis,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Scorzoneroides,autumnalis,Scorzoneroides autumnalis (L.) Moench,EXACT,99
scutellaria-galericulata,Scutellaria galericulata,Scutellaria galericulata,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata L.,EXACT,99
sedum-rupestre,Sedum rupestre,Sedum rupestre,family,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,,,Crassulaceae,HIGHERRANK,97
sedum-sexangulare,Sedum sexangulare,Sedum sexangulare,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,sexangulare,Sedum sexangulare L.,EXACT,97
segestria-bavarica,Segestria bavarica,Segestria bavarica,species,Animalia,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,bavarica,"Segestria bavarica C.L.Koch, 1843",EXACT,99
setaria-viridis,Setaria viridis,Setaria viridis,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria,viridis,Setaria viridis (L.) P.Beauv.,EXACT,97
sideridis-turbida,Sideridis turbida,Sideridis turbida,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis,turbida,"Sideridis turbida Esper, 1790",EXACT,99
silene-coronaria,Silene coronaria,Silene coronaria,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,coronaria,Silene coronaria (L.) Clairv.,EXACT,97
sisyra-nigra,Sisyra nigra,Sisyra nigra,species,Animalia,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,nigra,"Sisyra nigra (Retzius, 1783)",EXACT,99
smyrnium-perfoliatum,Smyrnium perfoliatum,Smyrnium perfoliatum,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,perfoliatum,Smyrnium perfoliatum L.,EXACT,99
sonchus,Sonchus,Sonchus,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,Sonchus L.,EXACT,94
sorbus-aucuparia,Sorbus aucuparia,Sorbus aucuparia,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,aucuparia,Sorbus aucuparia L.,EXACT,97
sphaeroderma-testaceum,Sphaeroderma testaceum,Sphaeroderma testaceum,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Pistosia,testacea,"Sphaeroderma testaceum (Fabricius, 1775)",EXACT,98
stenodema-laevigata,Stenodema laevigata,Stenodema laevigata,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Stenodema,laevigata,"Stenodema laevigata (Linnaeus, 1758)",EXACT,99
stenopelmus-rufinasus,Stenopelmus rufinasus,Stenopelmus rufinasus,species,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Stenopelmus,rufinasus,"Stenopelmus rufinasus Gyllenhal, 1835",EXACT,99
stenotus-binotatus,Stenotus binotatus,Stenotus binotatus,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Stenotus,binotatus,"Stenotus binotatus (Fabricius, 1794)",EXACT,99
sylvicola-spec,Sylvicola spec.,Sylvicola spec.,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
symmorphus-spec,Symmorphus spec.,Symmorphus spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Symmorphus,,"Symmorphus Wesmael, 1836",HIGHERRANK,94
sympetrum-meridionale,Sympetrum meridionale,Sympetrum meridionale,species,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,meridionale,"Sympetrum meridionale (Selys, 1841)",EXACT,99
synanthedon-formicaeformis,Synanthedon formicaeformis,Synanthedon formicaeformis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Synanthedon,formicaeformis,"Synanthedon formicaeformis (Esper, 1783)",EXACT,99
syritta-pipiens,Syritta pipiens,Syritta pipiens,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,pipiens,"Syritta pipiens (Linnaeus, 1758)",EXACT,99
syrphini,Syrphini,,unmatched,,,,,,,,,,
tabanus-autumnalis,Tabanus autumnalis,Tabanus autumnalis,species,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,autumnalis,"Tabanus autumnalis Linnaeus, 1761",EXACT,99
taxodium-distichum,Taxodium distichum,Taxodium distichum,species,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,distichum,Taxodium distichum (L.) Rich.,EXACT,97
tephritis-neesii,Tephritis neesii,Tephritis neesii,species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Tephritis,neesii,"Tephritis neesii (Meigen, 1830)",EXACT,99
theba-pisana,Theba pisana,Theba pisana,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Theba,pisana,"Theba pisana (O.F.Müller, 1774)",EXACT,99
tillus-elongatus,Tillus elongatus,Tillus elongatus,species,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Tillus,elongatus,"Tillus elongatus (Linnaeus, 1758)",EXACT,99
tinodes-waeneri,Tinodes waeneri,Tinodes waeneri,species,Animalia,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Tinodes,waeneri,"Tinodes waeneri (Linnaeus, 1758)",EXACT,99
trachea-atriplicis,Trachea atriplicis,Trachea atriplicis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trachea,atriplicis,"Trachea atriplicis (Linnaeus, 1758)",EXACT,97
trachelospermum,Trachelospermum,Trachelospermum,genus,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Trachelospermum,,Trachelospermum Lem.,EXACT,94
trachemys-scripta-scripta,Trachemys scripta scripta,Trachemys scripta scripta,subspecies,Animalia,Chordata,Testudines,,Emydidae,Trachemys,scripta,"Trachemys scripta scripta (Schoepff, 1792)",EXACT,98
tracheophyta,Tracheophyta,Tracheophyta,phylum,Plantae,Tracheophyta,,,,,,Tracheophyta,EXACT,94
triaxomera-parasitella,Triaxomera parasitella,Triaxomera parasitella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Triaxomera,parasitella,"Triaxomera parasitella (Hübner, 1796)",EXACT,99
trifolium-campestre,Trifolium campestre,Trifolium campestre,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,campestre,Trifolium campestre Schreb.,EXACT,97
tringa-ochropus,Tringa ochropus,Tringa ochropus,species,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,"Tringa ochropus Linnaeus, 1758",EXACT,99
trogoderma-angustum,Trogoderma angustum,Trogoderma angustum,species,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,angustum,"Trogoderma angustum (Solier, 1849)",EXACT,99
tropaeolum-majus,Tropaeolum majus,Tropaeolum majus,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum,majus,Tropaeolum majus L.,EXACT,99
tropidia-scita,Tropidia scita,Tropidia scita,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Tropidia,scita,"Tropidia scita (Harris, 1780)",EXACT,99
tussilago-farfara,Tussilago farfara,Tussilago farfara,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tussilago,farfara,Tussilago farfara L.,EXACT,99
typha,Typha,Typha,genus,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,,Typha L.,EXACT,94
typhlocybinae-indet,Typhlocybinae indet.,,unmatched,,,,,,,,,,
ulmus-minor,Ulmus minor,Ulmus minor,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,minor,Ulmus minor Mill.,EXACT,99
vanellus-vanellus,Vanellus vanellus,Vanellus vanellus,species,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,"Vanellus vanellus (Linnaeus, 1758)",EXACT,99
verbascum-thapsus,Verbascum thapsus,Verbascum thapsus,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,thapsus,Verbascum thapsus L.,EXACT,97
veronica-arvensis,Veronica arvensis,Veronica arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,arvensis,Veronica arvensis L.,EXACT,98
veronica-austriaca,Veronica austriaca,Veronica austriaca,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,austriaca,Veronica austriaca L.,EXACT,99
veronica-serpyllifolia,Veronica serpyllifolia,Veronica serpyllifolia,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,serpyllifolia,Veronica serpyllifolia L.,EXACT,97
vespa-crabro,Vespa crabro,Vespa crabro,species,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,crabro,Vespa crabro Linnaeus,EXACT,99
vespula-vulgaris,Vespula vulgaris,Vespula vulgaris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,vulgaris,"Vespula vulgaris (Linnaeus, 1758)",EXACT,99
vicia-hirsuta,Vicia hirsuta,Vicia hirsuta,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,hirsuta,Vicia hirsuta (L.) Gray,EXACT,97
vicia-sepium,Vicia sepium,Vicia sepium,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,sepium,Vicia sepium L.,EXACT,99
vitula-biviella,Vitula biviella,Vitula biviella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Vitula,biviella,"Vitula biviella Zeller, 1848",EXACT,99
volvariella-gloiocephala,Volvariella gloiocephala,Volvariella gloiocephala,species,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvopluteus,gloiocephalus,Volvariella gloiocephala (DC.) Boekhout & Enderle,EXACT,97
xeroplexa-intersecta,Xeroplexa intersecta,Xeroplexa intersecta,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Xeroplexa,intersecta,"Xeroplexa intersecta (Poiret, 1801)",EXACT,99
xysticus-ulmi,Xysticus ulmi,Xysticus ulmi,species,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,ulmi,"Xysticus ulmi (Hahn, 1831)",EXACT,99
yponomeuta,Yponomeuta,Yponomeuta,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,,Yponomeuta Latreille,EXACT,94
yponomeuta-cagnagella,Yponomeuta cagnagella,Yponomeuta cagnagella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,cagnagellus,"Yponomeuta cagnagellus (Hübner, 1813)",FUZZY,96
ypsolopha-dentella,Ypsolopha dentella,Ypsolopha dentella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,dentella,"Ypsolopha dentella (J.C.Fabricius, 1775)",EXACT,99
ypsolopha-scabrella,Ypsolopha scabrella,Ypsolopha scabrella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,scabrella,"Ypsolopha scabrella (Linnaeus, 1761)",EXACT,99
abia-nitens,Abia nitens,Abia nitens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,Abia,nitens,"Abia nitens (Linnaeus, 1758)",EXACT,99
acanthus-hungaricus,Acanthus hungaricus,Acanthus hungaricus,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,hungaricus,Acanthus hungaricus (Borbás) Baen.,EXACT,99
acanthus-spec,Acanthus spec.,,unmatched,,,,,,,,,,
acer-negundo,Acer negundo,Acer negundo,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,negundo,Acer negundo L.,EXACT,99
acer-platanoides,Acer platanoides,Acer platanoides,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,platanoides,Acer platanoides L.,EXACT,99
acer-pseudoplatanus-f-aureovariegatum,Acer pseudoplatanus f. aureovariegatum,Acer pseudoplatanus f. aureovariegatum,form,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,pseudoplatanus,Acer pseudoplatanus f. aureovariegatum (Jacques) Schwer.,EXACT,98
acer-saccharinum,Acer saccharinum,Acer saccharinum,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharinum,Acer saccharinum L.,EXACT,97
achillea,Achillea,Achillea,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,,Achillea L.,HIGHERRANK,92
achillea-millefolium-cultivar,Achillea millefolium (cultivar),Achillea millefolium (cultivar),species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,Achillea millefolium L.,EXACT,98
acleris-bergmanniana,Acleris bergmanniana,Acleris bergmanniana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,bergmanniana,"Acleris bergmanniana (Linnaeus, 1758)",EXACT,99
acleris-ferrugana,Acleris ferrugana,Acleris ferrugana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,ferrugana,"Acleris ferrugana (Denis & Schiffermüller) , 1775",EXACT,99
acleris-logiana,Acleris logiana,Acleris logiana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,logiana,"Acleris logiana (Clerck, 1759)",EXACT,99
